ID,Resume_str,Resume_html,Category
943,"Mechanical Engineer professional with 7 years of experience in thermodynamics, SolidWorks, and CAD tools.","<p>Mechanical Engineer professional with <b>7 years</b> of experience in <i>thermodynamics</i>, <i>SolidWorks</i>, and <i>CAD tools</i>.</p>",Mechanical Engineer
944,"Business Analyst professional with 7 years of experience in client communication, data interpretation, and Power BI.","<p>Business Analyst professional with <b>7 years</b> of experience in <i>client communication</i>, <i>data interpretation</i>, and <i>Power BI</i>.</p>",Business Analyst
945,"Software Engineer professional with 2 years of experience in algorithms, backend development, and MongoDB.","<p>Software Engineer professional with <b>2 years</b> of experience in <i>algorithms</i>, <i>backend development</i>, and <i>MongoDB</i>.</p>",Software Engineer
946,"Marketing professional with 2 years of experience in SEO, analytics, and social media.","<p>Marketing professional with <b>2 years</b> of experience in <i>SEO</i>, <i>analytics</i>, and <i>social media</i>.</p>",Marketing
947,"Marketing professional with 4 years of experience in digital campaigns, SEO, and social media.","<p>Marketing professional with <b>4 years</b> of experience in <i>digital campaigns</i>, <i>SEO</i>, and <i>social media</i>.</p>",Marketing
948,"Business Analyst professional with 5 years of experience in SQL, client communication, and Excel.","<p>Business Analyst professional with <b>5 years</b> of experience in <i>SQL</i>, <i>client communication</i>, and <i>Excel</i>.</p>",Business Analyst
949,"Mechanical Engineer professional with 5 years of experience in manufacturing processes, thermodynamics, and quality inspection.","<p>Mechanical Engineer professional with <b>5 years</b> of experience in <i>manufacturing processes</i>, <i>thermodynamics</i>, and <i>quality inspection</i>.</p>",Mechanical Engineer
950,"Mechanical Engineer professional with 7 years of experience in SolidWorks, thermodynamics, and AutoCAD.","<p>Mechanical Engineer professional with <b>7 years</b> of experience in <i>SolidWorks</i>, <i>thermodynamics</i>, and <i>AutoCAD</i>.</p>",Mechanical Engineer
951,"Mechanical Engineer professional with 2 years of experience in AutoCAD, thermodynamics, and manufacturing processes.","<p>Mechanical Engineer professional with <b>2 years</b> of experience in <i>AutoCAD</i>, <i>thermodynamics</i>, and <i>manufacturing processes</i>.</p>",Mechanical Engineer
952,"Business Analyst professional with 7 years of experience in Power BI, client communication, and Excel.","<p>Business Analyst professional with <b>7 years</b> of experience in <i>Power BI</i>, <i>client communication</i>, and <i>Excel</i>.</p>",Business Analyst
953,"Business Analyst professional with 7 years of experience in data interpretation, client communication, and Power BI.","<p>Business Analyst professional with <b>7 years</b> of experience in <i>data interpretation</i>, <i>client communication</i>, and <i>Power BI</i>.</p>",Business Analyst
954,"Software Engineer professional with 5 years of experience in Python, Java, and Node.js.","<p>Software Engineer professional with <b>5 years</b> of experience in <i>Python</i>, <i>Java</i>, and <i>Node.js</i>.</p>",Software Engineer
955,"Marketing professional with 3 years of experience in digital campaigns, analytics, and social media.","<p>Marketing professional with <b>3 years</b> of experience in <i>digital campaigns</i>, <i>analytics</i>, and <i>social media</i>.</p>",Marketing
956,"HR professional with 4 years of experience in onboarding, conflict resolution, and recruitment.","<p>HR professional with <b>4 years</b> of experience in <i>onboarding</i>, <i>conflict resolution</i>, and <i>recruitment</i>.</p>",HR
957,"Software Engineer professional with 2 years of experience in Python, Java, and algorithms.","<p>Software Engineer professional with <b>2 years</b> of experience in <i>Python</i>, <i>Java</i>, and <i>algorithms</i>.</p>",Software Engineer
958,"Business Analyst professional with 5 years of experience in Power BI, client communication, and SQL.","<p>Business Analyst professional with <b>5 years</b> of experience in <i>Power BI</i>, <i>client communication</i>, and <i>SQL</i>.</p>",Business Analyst
959,"Marketing professional with 4 years of experience in social media, content creation, and SEM.","<p>Marketing professional with <b>4 years</b> of experience in <i>social media</i>, <i>content creation</i>, and <i>SEM</i>.</p>",Marketing
960,"Business Analyst professional with 2 years of experience in Excel, data interpretation, and dashboard reporting.","<p>Business Analyst professional with <b>2 years</b> of experience in <i>Excel</i>, <i>data interpretation</i>, and <i>dashboard reporting</i>.</p>",Business Analyst
961,"Software Engineer professional with 6 years of experience in Node.js, data structures, and Java.","<p>Software Engineer professional with <b>6 years</b> of experience in <i>Node.js</i>, <i>data structures</i>, and <i>Java</i>.</p>",Software Engineer
962,"Mechanical Engineer professional with 2 years of experience in CAD tools, quality inspection, and SolidWorks.","<p>Mechanical Engineer professional with <b>2 years</b> of experience in <i>CAD tools</i>, <i>quality inspection</i>, and <i>SolidWorks</i>.</p>",Mechanical Engineer
963,"HR professional with 2 years of experience in HR policies, conflict resolution, and onboarding.","<p>HR professional with <b>2 years</b> of experience in <i>HR policies</i>, <i>conflict resolution</i>, and <i>onboarding</i>.</p>",HR
964,"HR professional with 5 years of experience in onboarding, HR policies, and employee engagement.","<p>HR professional with <b>5 years</b> of experience in <i>onboarding</i>, <i>HR policies</i>, and <i>employee engagement</i>.</p>",HR
965,"HR professional with 7 years of experience in talent acquisition, conflict resolution, and onboarding.","<p>HR professional with <b>7 years</b> of experience in <i>talent acquisition</i>, <i>conflict resolution</i>, and <i>onboarding</i>.</p>",HR
966,"Mechanical Engineer professional with 2 years of experience in SolidWorks, thermodynamics, and manufacturing processes.","<p>Mechanical Engineer professional with <b>2 years</b> of experience in <i>SolidWorks</i>, <i>thermodynamics</i>, and <i>manufacturing processes</i>.</p>",Mechanical Engineer
967,"Marketing professional with 6 years of experience in content creation, analytics, and SEM.","<p>Marketing professional with <b>6 years</b> of experience in <i>content creation</i>, <i>analytics</i>, and <i>SEM</i>.</p>",Marketing
968,"HR professional with 1 years of experience in conflict resolution, employee engagement, and recruitment.","<p>HR professional with <b>1 years</b> of experience in <i>conflict resolution</i>, <i>employee engagement</i>, and <i>recruitment</i>.</p>",HR
969,"Business Analyst professional with 5 years of experience in SQL, client communication, and Excel.","<p>Business Analyst professional with <b>5 years</b> of experience in <i>SQL</i>, <i>client communication</i>, and <i>Excel</i>.</p>",Business Analyst
970,"Mechanical Engineer professional with 2 years of experience in CAD tools, AutoCAD, and SolidWorks.","<p>Mechanical Engineer professional with <b>2 years</b> of experience in <i>CAD tools</i>, <i>AutoCAD</i>, and <i>SolidWorks</i>.</p>",Mechanical Engineer
971,"HR professional with 5 years of experience in recruitment, HR policies, and employee engagement.","<p>HR professional with <b>5 years</b> of experience in <i>recruitment</i>, <i>HR policies</i>, and <i>employee engagement</i>.</p>",HR
972,"HR professional with 1 years of experience in onboarding, talent acquisition, and employee engagement.","<p>HR professional with <b>1 years</b> of experience in <i>onboarding</i>, <i>talent acquisition</i>, and <i>employee engagement</i>.</p>",HR
973,"HR professional with 7 years of experience in recruitment, employee engagement, and onboarding.","<p>HR professional with <b>7 years</b> of experience in <i>recruitment</i>, <i>employee engagement</i>, and <i>onboarding</i>.</p>",HR
974,"Business Analyst professional with 6 years of experience in SQL, data interpretation, and client communication.","<p>Business Analyst professional with <b>6 years</b> of experience in <i>SQL</i>, <i>data interpretation</i>, and <i>client communication</i>.</p>",Business Analyst
975,"Marketing professional with 3 years of experience in digital campaigns, social media, and SEM.","<p>Marketing professional with <b>3 years</b> of experience in <i>digital campaigns</i>, <i>social media</i>, and <i>SEM</i>.</p>",Marketing
976,"Mechanical Engineer professional with 5 years of experience in SolidWorks, manufacturing processes, and AutoCAD.","<p>Mechanical Engineer professional with <b>5 years</b> of experience in <i>SolidWorks</i>, <i>manufacturing processes</i>, and <i>AutoCAD</i>.</p>",Mechanical Engineer
977,"Business Analyst professional with 5 years of experience in SQL, Power BI, and dashboard reporting.","<p>Business Analyst professional with <b>5 years</b> of experience in <i>SQL</i>, <i>Power BI</i>, and <i>dashboard reporting</i>.</p>",Business Analyst
978,"Mechanical Engineer professional with 1 years of experience in CAD tools, SolidWorks, and thermodynamics.","<p>Mechanical Engineer professional with <b>1 years</b> of experience in <i>CAD tools</i>, <i>SolidWorks</i>, and <i>thermodynamics</i>.</p>",Mechanical Engineer
979,"Mechanical Engineer professional with 1 years of experience in thermodynamics, SolidWorks, and quality inspection.","<p>Mechanical Engineer professional with <b>1 years</b> of experience in <i>thermodynamics</i>, <i>SolidWorks</i>, and <i>quality inspection</i>.</p>",Mechanical Engineer
980,"HR professional with 3 years of experience in onboarding, employee engagement, and recruitment.","<p>HR professional with <b>3 years</b> of experience in <i>onboarding</i>, <i>employee engagement</i>, and <i>recruitment</i>.</p>",HR
981,"Mechanical Engineer professional with 4 years of experience in AutoCAD, CAD tools, and thermodynamics.","<p>Mechanical Engineer professional with <b>4 years</b> of experience in <i>AutoCAD</i>, <i>CAD tools</i>, and <i>thermodynamics</i>.</p>",Mechanical Engineer
982,"Business Analyst professional with 1 years of experience in Excel, Power BI, and SQL.","<p>Business Analyst professional with <b>1 years</b> of experience in <i>Excel</i>, <i>Power BI</i>, and <i>SQL</i>.</p>",Business Analyst
983,"Mechanical Engineer professional with 1 years of experience in quality inspection, AutoCAD, and SolidWorks.","<p>Mechanical Engineer professional with <b>1 years</b> of experience in <i>quality inspection</i>, <i>AutoCAD</i>, and <i>SolidWorks</i>.</p>",Mechanical Engineer
984,"Mechanical Engineer professional with 3 years of experience in AutoCAD, manufacturing processes, and thermodynamics.","<p>Mechanical Engineer professional with <b>3 years</b> of experience in <i>AutoCAD</i>, <i>manufacturing processes</i>, and <i>thermodynamics</i>.</p>",Mechanical Engineer
